episode, reward
0, -276.6552441404899
1, -220.18508441225055
2, -70.18567242371077
3, -215.1925110037989
4, -115.4073582845507
5, -192.14632831365788
6, -284.6677562792948
7, -370.8831501863692
8, -106.83001866422435
9, -88.85066883912818
10, -155.0616452472521
11, -55.43235956463954
12, -68.83841741602963
13, -106.19057103626177
14, -137.0078582846986
15, -58.01055779865197
16, -75.1956054066915
17, -59.50605882164332
18, -90.04323283461812
19, -52.99713733149204
20, -89.6354834117711
21, -52.88238382366794
22, -62.42787214810721
23, -44.7450429697508
24, -99.2115921337641
25, -92.65273241419828
26, -126.97866687469882
27, -37.76732454661869
28, -148.94709604107751
29, -170.95626400265488
30, -75.88950415765397
31, -94.93735275049417
32, -190.33346006609852
33, -66.3260507425628
34, -92.67189191866058
35, -64.0156849648412
36, -185.0409002905155
37, -81.29353578848429
38, -64.6991863029524
39, -97.97062073384316
40, -44.14508742063646
41, -17.60597667071673
42, -110.68505411084455
43, -110.80508245859073
44, -77.36143262873884
45, -44.544902367127214
46, -50.143550267206095
47, -97.15598481982138
48, -62.81773893904937
49, -85.29755113524354
50, -109.33796318775053
51, -123.38049492228642
52, -71.3751757860653
53, -66.42081770854368
54, -57.68767869569672
55, -51.180392168757564
56, -100.65173404869148
57, -43.864610361637574
58, -46.9405084994542
59, -93.00775623578274
60, -55.98408177186638
61, -61.7827917879364
62, -5.758839491431825
63, -16.37068834840631
64, -53.76745305686907
65, -9.331864757251774
66, -61.37899978028459
67, -7.952610219135945
68, -60.219345988920125
69, -6.886021032348426
70, -30.54025173528543
71, -49.47293968003068
72, -58.07631776367637
73, -41.04579079074618
74, -44.81065489187367
75, -38.453090033171804
76, -55.70820477697283
77, -23.244802857869782
78, -66.83613267845267
79, -81.35621820704145
80, -62.99004508781543
81, -63.85052741529751
82, -51.473230370581696
83, -52.806639824154
84, -31.181697954405898
85, -54.94337697369727
86, -18.459254338209835
87, -53.33546670705364
88, -17.40465613864057
89, -50.51644026726933
90, -9.328906737079208
91, -29.844572419143574
92, -52.56867323484282
93, -29.020097489137378
94, -27.541015759547484
95, -11.140597083641781
96, -57.759857187815875
97, -54.36331919645175
98, -67.98459284989454
99, -8.398513054734192
100, -6.529366801033978
101, -34.632252798416154
102, -25.014756025996924
103, -25.331900520681053
104, -40.07468636704258
105, -21.932749133524293
106, -18.714782168846597
107, -35.557376666927716
108, -8.636412988371356
109, -48.49705923560178
110, -40.37755137287429
111, -37.841494851748614
112, -15.204133116466386
113, -38.322788228717556
114, -59.158560260631276
115, -74.56483160613539
116, -22.32683372209917
117, -58.9583243319298
118, -122.2048539404478
119, -47.584158259235465
120, -61.130089690959274
121, -84.95444682053105
122, -12.949974683391975
123, -23.418396412415845
124, -23.829263723595425
125, -22.978175221628735
126, -34.94278964534908
127, -27.606755080614633
128, -60.99940240283639
129, -88.87257154212594
130, -17.719838821606995
131, -14.007148310547255
132, -31.091969419433703
133, -11.177863709314103
134, -30.80338909964543
135, -52.919795157170256
136, -94.8996353382584
137, -38.5262134045266
138, -28.937120484891125
139, -53.683545953825735
140, -97.3667055509906
141, -35.01153797271562
142, -174.66634567882005
143, -48.78206569569673
144, -5.926502964048723
145, -5.926502964048723
146, -39.285452255581774
147, -29.057432793038224
148, -59.85887820847354
149, -20.238747441473187
150, -52.931805837059336
151, -52.90985869675292
152, -8.713591465448552
153, -15.81554467012608
154, -9.854459251135303
155, -84.17685274599621
156, -32.70164333628453
157, -10.72201596952673
158, -19.383802613446036
159, -27.517647249836727
160, -8.351974843719178
161, -55.801355717832685
162, -29.35050733058806
163, -69.93562167504766
164, -38.43630592261147
165, -129.53152858869228
166, -12.182464045165592
167, -11.144919810347304
168, -10.617163072267646
169, -13.13840540316744
170, -9.7280818457489
171, -33.49091599209746
172, -9.586108044221097
173, -56.92621904356782
174, -36.19274424136142
175, -44.594600893878145
176, -23.973206484491595
177, -30.618918586956216
178, -30.127911002582024
179, -15.177363874447272
180, -102.19007974778597
181, -39.87712858126419
182, -58.25795646522329
183, -8.887725425795725
184, -35.7374404783332
185, -49.07239804190969
186, -31.5396577934783
187, -25.44062631065314
188, -66.98961693032417
189, -37.20964752710603
190, -8.73958282337981
191, -6.529366801033978
192, -77.96368567115591
193, -6.529366801033978
194, -6.529366801033978
195, -6.529366801033978
196, -20.873063938747208
197, -24.683827999065752
198, -49.24093305931406
199, -16.512772852579918
200, -13.12101683691446
201, -17.90757958021681
202, -6.529366801033978
203, -41.87765233583097
204, -6.511708194298388
205, -72.80067929980657
206, -35.137420638488095
207, -132.9733653746217
208, -6.529366801033978
209, -6.529366801033978
210, -42.249206907300405
211, -60.3990183665159
212, -28.007613478346855
213, -52.18115238394034
214, -6.761776472038338
215, -47.16563169821673
216, -7.023110793844127
217, -6.529366801033978
218, -11.180744281397958
219, -6.761776472038338
220, -46.753702192703656
221, -16.70688839327679
222, -398.61439374574354
223, -6.579113635745587
224, -56.181229561813595
225, -35.47965900486655
226, -5.926502964048723
227, -5.926502964048723
228, -65.88920693136167
229, -6.529366801033978
230, -6.579113635745587
231, -34.53275363262869
232, -6.862888955419077
233, -31.15477344036796
234, -46.199561514701685
235, -6.579113635745587
236, -6.579113635745587
237, -52.1875768440661
238, -38.85948070192196
239, -15.380981205302351
240, -46.07911557380707
241, -6.529366801033978
242, -6.529366801033978
243, -6.529366801033978
244, -63.60687593705296
245, -6.021009060469749
246, -6.4384159715944085
247, -6.021009060469749
248, -44.66193006281347
249, -8.104474811611283
250, -26.34322346201087
251, -6.579113635745587
252, -6.579113635745587
253, -22.342743987999242
254, -65.24182165377665
255, -14.065916190384469
256, -42.759408666189266
257, -10.837389004162945
258, -10.813772458236254
259, -28.021430219510368
260, -40.04951382902098
