episode, reward
0, -320.64537366989043
1, -121.79470295452275
2, -286.3444577468092
3, -144.18674443492972
4, -149.89838110329578
5, -272.93290169314616
6, -147.53129273870937
7, -153.51951284917578
8, -193.63546107299703
9, -187.63076796342943
10, -65.83426179741184
11, -114.95274352419136
12, -65.15352594485832
13, -83.74045803996145
14, -51.21524062673063
15, -114.25703757821833
16, -125.41845120995357
17, -101.96339465310443
18, -75.97764105363325
19, -49.4798128546454
20, -61.40715701681147
21, -117.2181863916147
22, -60.40342798526332
23, -66.93640471610536
24, -87.85971325517266
25, -49.46453125083107
26, -70.16760173796185
27, -47.09690571273784
28, -57.73733128667979
29, -59.37268780112039
30, -49.05454633954715
31, -85.98490961665568
32, -134.23214854236284
33, -146.0408391096062
34, -139.13151348816862
35, -156.2032422527242
36, -70.2332909445986
37, -56.298811621228644
38, -44.12388205616297
39, -69.02970945042681
40, -47.88869280872615
41, -55.448636817841184
42, -42.71798340631113
43, -52.25006081648101
44, -39.72595479405896
45, -39.11580901785105
46, -41.54312312745205
47, -68.91787065581762
48, -53.91309205334924
49, -49.068686708785684
50, -61.41311115179286
51, -38.65998268846882
52, -51.22375232132541
53, -63.22657249359514
54, -77.21630785506494
55, -28.815426942318858
56, -78.69838187606982
57, -19.528410771470387
58, -43.88866837345464
59, -39.81914839262703
60, -28.572508799666807
61, -72.48481093969906
62, -74.62444736714932
63, -53.43059030065012
64, -31.850307887349373
65, -13.632868515544242
66, -56.864832404561064
67, -9.375543002285758
68, -35.767201574172574
69, -13.144916387077199
70, -33.43819063266578
71, -40.1342397653578
72, -57.93870234256035
73, -25.435446641222907
74, -37.27496572548597
75, -41.73685135697359
76, -23.051151490324177
77, -46.037891395765364
78, -48.639079178373336
79, -8.745484894368968
80, -83.8775386548655
81, -37.712439800982466
82, -33.91896873043817
83, -21.951230845933217
84, -52.94432299250579
85, -41.83190697288052
86, -47.50493321467792
87, -9.375543002285758
88, -53.2331330521137
89, -9.16179893616857
90, -8.918783188252416
91, -34.231137927603754
92, -34.182614146453844
93, -26.627719125947237
94, -33.047407986572544
95, -8.918783188252416
96, -26.655345074106
97, -39.8546419226988
98, -39.87064060145
99, -38.450569404504876
100, -9.375543002285758
101, -36.37191962030493
102, -9.713642208654434
103, -28.427062105304636
104, -42.08737671891594
105, -31.387491958380892
106, -26.802096317017583
107, -21.359328378508273
108, -11.137043035365568
109, -9.326881384864198
110, -32.694593148895976
111, -30.894978353736505
112, -42.485738714287464
113, -36.239115174861155
114, -60.43223724228679
115, -63.494247485213215
116, -31.621572655138248
117, -28.84424885378055
118, -20.167878400545632
119, -48.08494522297608
120, -22.40414267634603
121, -10.63960777591981
122, -15.551406542453485
123, -64.78634377838672
124, -29.442800796258346
125, -9.700744823569186
126, -39.013267473601594
127, -16.833043395813032
128, -46.142419931587476
129, -24.045212750705026
130, -37.11850275366374
131, -26.775630587779588
132, -24.544351738341483
133, -53.559525425884914
134, -44.69190499349736
135, -36.85979913793519
136, -9.700744823569186
137, -10.418479276862405
138, -33.60814171343374
139, -33.982245752875976
140, -9.700744823569186
141, -14.36110410006342
142, -35.87003241757115
143, -9.700744823569186
144, -24.849893266122663
145, -31.554470127081956
146, -70.9381844215327
147, -9.321125334816681
148, -9.700744823569186
149, -9.700744823569186
150, -39.026375429713525
151, -28.97376129748436
152, -31.81850815090798
153, -40.24712574488358
154, -17.32394393538367
155, -36.47880458284046
156, -30.960425513337988
157, -16.401965566518204
158, -26.428530011787583
159, -36.71795219856029
160, -9.700744823569186
161, -9.700744823569186
162, -52.979899581750914
163, -33.19920161640556
164, -36.328028905369344
165, -9.700744823569186
166, -43.3999851180842
167, -34.887684739656635
168, -37.99772685214037
169, -46.12345525889299
170, -54.73354711883069
171, -30.958783866892748
172, -9.068930516709681
173, -37.29184615003604
174, -16.033234179011203
175, -10.3914183191282
176, -32.90621838749596
177, -25.212409176288215
178, -9.700744823569186
179, -8.918783188252416
180, -17.24321538486016
181, -9.375543002285758
182, -38.785092531784116
183, -20.99259906434279
184, -9.700744823569186
185, -9.700744823569186
186, -8.918783188252416
187, -23.110117212030705
188, -9.700744823569186
189, -35.82786943711962
190, -10.024939175332225
191, -13.711510754396564
192, -16.87284779460618
193, -48.012373574446414
194, -9.700744823569186
195, -9.700744823569186
196, -9.700744823569186
197, -9.700744823569186
198, -32.12137560850092
199, -31.56650649521466
200, -31.129506913663505
201, -37.60778025751245
202, -9.326881384864198
203, -34.98761491438928
204, -9.700744823569186
205, -9.700744823569186
206, -18.87252290254454
207, -9.442817042330294
208, -37.48426011575178
209, -30.089330355581275
210, -9.195909516135671
211, -15.03414774661617
212, -22.33860232583532
213, -8.918783188252416
214, -18.54410670030821
215, -9.507297268971207
216, -20.498458946492285
217, -33.0234551096747
218, -17.864233046468435
219, -47.9838241290367
220, -18.921558627134836
221, -11.34019734642965
222, -17.661635979884007
223, -22.183892498142857
224, -10.657343657127717
225, -33.53040108122675
226, -43.97226790583337
227, -38.47194014349681
228, -23.3864823782204
229, -28.677956153921745
230, -22.099019754839382
231, -9.674158792713797
232, -22.235167315791596
233, -24.904698861921812
234, -30.228590127346074
235, -29.353503205492892
236, -32.598505579183154
237, -14.708632568895121
238, -14.328322896386933
239, -16.80515455828581
240, -15.39705342282208
241, -9.472191276036707
242, -25.853640019383697
243, -9.906082476814712
244, -13.613793303372509
245, -10.276884508277195
246, -25.005890574598006
247, -19.470211385903927
248, -10.276884508277195
249, -9.29875152490017
250, -9.321233586601634
251, -9.829479437044343
252, -9.780416754588053
253, -10.538899898589092
254, -31.08322182846022
255, -10.538899898589092
256, -15.18943748285555
257, -24.442332504011713
258, -10.6626916010461
259, -10.6626916010461
260, -26.28225545121633
261, -11.001954418974345
262, -10.904390176484595
263, -9.29875152490017
264, -9.29875152490017
265, -16.274587292814623
266, -31.130964033892635
267, -10.276884508277195
268, -29.14754651480761
269, -10.961285960368008
270, -8.971979298446822
271, -38.102393123184214
272, -44.74030391423801
273, -21.474824696280464
274, -10.276884508277195
275, -14.702263881634995
276, -11.137043035365568
277, -9.191155559397131
278, -11.578184256969534
279, -24.62701998226906
280, -9.452882755786398
281, -18.393027264304745
282, -11.845632254982862
283, -10.276884508277195
284, -16.949798039182063
285, -9.321233586601634
286, -26.293325451826213
287, -10.6626916010461
288, -10.276884508277195
289, -29.879677694608368
290, -12.605549251508208
291, -8.971979298446822
292, -9.764116967224888
293, -19.19783960511723
294, -18.302372197339235
295, -12.02035524051869
296, -9.29875152490017
297, -37.71864546260681
298, -15.452469128352389
299, -33.530384287184724
300, -8.971979298446822
301, -10.132344992557114
302, -23.912160808282273
303, -9.509485102201658
304, -10.276884508277195
305, -8.971979298446822
306, -54.95448968019513
307, -8.971979298446822
308, -9.29875152490017
309, -16.7756226375196
310, -9.29875152490017
311, -44.172891408221844
312, -8.971979298446822
313, -9.281279821001883
314, -8.971979298446822
315, -14.005011754830676
316, -15.640312277415038
317, -11.398915844651786
318, -9.29875152490017
319, -18.641103288751893
320, -30.424776399033547
321, -35.27795888901659
322, -35.541513415164964
323, -13.6798880131695
324, -10.397135076631594
325, -8.918783188252416
326, -13.172729325698265
327, -8.918783188252416
328, -8.918783188252416
329, -16.496281321551393
330, -9.29875152490017
331, -8.971979298446822
332, -29.08762503916283
333, -20.294471060178058
334, -16.64906441760033
335, -9.593461935388534
336, -9.953585850890034
337, -8.971979298446822
338, -10.484460719658326
339, -9.576819411678672
340, -8.971979298446822
341, -10.748279975496184
342, -11.088784328598216
343, -9.372908743153038
344, -8.971979298446822
345, -8.971979298446822
346, -10.15879089082671
347, -36.284120759299824
348, -12.70155268568934
349, -8.971979298446822
350, -10.813683124538041
351, -24.48414734035511
352, -16.793655415215444
353, -8.971979298446822
354, -8.971979298446822
355, -20.035928940388494
356, -10.276884508277195
357, -11.597420637024934
358, -11.495102263766276
359, -8.971979298446822
360, -38.004569125041826
361, -8.971979298446822
362, -34.10529447875943
363, -8.971979298446822
364, -29.397434942111374
365, -10.212518008227558
366, -9.525779618846935
367, -10.894212901004233
368, -38.52648562155104
369, -9.170308511347363
370, -8.971979298446822
371, -8.971979298446822
372, -8.971979298446822
373, -9.593461935388534
374, -8.971979298446822
375, -10.650978531954104
376, -19.412583737681064
377, -11.454264785847988
378, -8.971979298446822
379, -14.922671459950937
380, -20.67657365134317
381, -47.13421456553263
382, -10.502709961225916
383, -12.900349403523562
384, -9.593461935388534
385, -11.104463107003571
386, -41.733047040527794
387, -19.948129506412222
388, -11.246260125904596
389, -10.981958447491598
390, -9.384178247020076
391, -11.275580317826053
392, -9.29875152490017
393, -23.98450355639357
394, -9.29875152490017
395, -11.4575200602831
396, -9.384178247020076
397, -27.3565578095125
398, -14.091853257186862
399, -28.3157441775205
400, -9.593461935388534
401, -9.593461935388534
402, -9.593461935388534
403, -16.70896881758879
404, -14.972277051214318
405, -8.971979298446822
406, -8.971979298446822
407, -10.441445533808805
408, -10.089275981782011
409, -9.29875152490017
410, -9.372908743153038
411, -15.461734546187504
412, -12.303061406193235
413, -42.860685963669
414, -30.25489619177509
415, -11.76382024442417
416, -32.29553248674099
417, -10.50815606667962
418, -18.615886796177975
419, -61.62141334356038
420, -9.384178247020076
421, -9.384178247020076
422, -9.29875152490017
423, -9.29875152490017
424, -8.971979298446822
425, -10.116424976558386
426, -12.261217614042678
427, -11.164381861456844
428, -10.441445533808805
429, -15.631183069712543
430, -11.11447876783411
431, -15.640312277415038
432, -9.384178247020076
433, -74.78071294922908
434, -8.971979298446822
435, -13.295778179492146
436, -9.29875152490017
437, -21.172253099512012
438, -9.29875152490017
439, -9.29875152490017
440, -9.593461935388534
441, -17.682659290764757
442, -15.461734546187504
443, -17.19629478316924
444, -40.64247990699674
445, -11.633324851774917
446, -10.441445533808805
447, -15.357390239390469
448, -8.971979298446822
449, -8.971979298446822
450, -8.971979298446822
451, -9.170308511347363
452, -9.170308511347363
453, -35.06204115750873
454, -8.971979298446822
455, -10.688036688229369
456, -9.59379580258236
457, -8.971979298446822
458, -8.971979298446822
459, -18.244492739278584
460, -10.424994258750141
461, -18.84167389362356
462, -9.976727323099018
463, -9.281279821001883
464, -21.926099002516224
465, -17.62848990122657
466, -10.856403863986442
467, -24.95807414239529
468, -10.224897381667322
469, -8.971979298446822
470, -11.88469297838598
471, -12.121529055960943
472, -12.315533518866681
473, -13.642758777492833
474, -15.749494045185571
475, -24.30531034927469
476, -11.22900840626035
477, -10.375635025630428
478, -20.05587939765036
479, -10.401011906482035
480, -13.732257482469764
481, -10.188811088562963
482, -8.971979298446822
483, -9.53762491176242
484, -12.681454196437498
485, -10.46532165485369
486, -10.77208910693051
487, -10.323084630642636
488, -10.366179287305927
489, -9.570791602482334
490, -13.840813028695173
491, -10.46532165485369
492, -9.632843137978986
493, -10.751531960319838
494, -8.971979298446822
495, -11.930670650053646
496, -10.393234712450543
497, -9.903782407750501
498, -9.281279821001883
499, -10.208878985335405
500, -10.430381581849744
501, -11.837747157553826
502, -9.37781546719741
503, -10.46532165485369
504, -10.393234712450543
505, -12.321504707717933
506, -12.960548987652235
507, -21.82808223707054
508, -10.302142537805354
509, -10.208878985335405
510, -11.88472057595139
511, -9.37781546719741
512, -10.366179287305927
513, -9.657633945944117
514, -15.026975788209537
515, -10.46532165485369
516, -9.281279821001883
517, -11.243854704867735
518, -29.118164949400544
519, -10.46532165485369
520, -10.507281592962842
521, -9.37781546719741
522, -10.46532165485369
523, -11.007734750799438
524, -8.971979298446822
525, -13.63764107371998
526, -9.281279821001883
527, -9.333441671366195
528, -10.46532165485369
529, -74.25117168924677
530, -12.158106923919023
531, -8.971979298446822
532, -10.46532165485369
533, -36.234657467986686
534, -9.570791602482334
535, -13.866218040712024
536, -61.59758783107442
537, -58.792295260418015
538, -9.906346395042846
539, -8.971979298446822
540, -10.724553464673367
541, -33.445494645944876
542, -13.083061369460253
543, -14.983178473579155
544, -37.75917506784933
545, -9.570791602482334
546, -9.570791602482334
547, -9.570791602482334
548, -10.467207392267815
549, -8.971979298446822
550, -9.570791602482334
551, -10.317650219429455
552, -9.570791602482334
553, -10.393234712450543
554, -16.168959039975366
555, -11.491491069908019
556, -9.570791602482334
557, -9.570791602482334
558, -12.819812006886321
559, -8.971979298446822
560, -11.461570110283061
561, -10.395237812576461
562, -10.276884508277195
563, -9.557355847595076
564, -26.224308063379766
565, -10.339582949004086
566, -39.28092586569549
567, -9.37781546719741
568, -9.570791602482334
569, -9.570791602482334
570, -15.196144427250081
571, -45.53817352403797
572, -9.281279821001883
573, -9.281279821001883
574, -18.497856430655084
575, -18.75553104927794
576, -10.276884508277195
577, -18.161731980267433
578, -10.629014056453714
579, -11.113954660475587
580, -9.388718742962128
581, -30.293034720350946
582, -19.79752576458634
583, -9.650057623875668
584, -9.37781546719741
585, -15.724779015761683
586, -9.570791602482334
587, -9.570791602482334
588, -9.384178247020076
589, -32.911768864697365
590, -9.570791602482334
591, -41.8933982442821
592, -17.71261111486812
593, -9.53762491176242
594, -99.51243260187206
595, -9.388718742962128
596, -12.448859018138096
597, -9.570791602482334
598, -10.744398786671598
599, -10.276884508277195
600, -9.37781546719741
601, -20.434098336943972
602, -9.351530914093114
603, -11.77013641026
604, -20.584278706001616
605, -11.928234069823027
606, -9.170308511347363
607, -8.971979298446822
608, -16.614772958871562
609, -11.597420637024934
610, -8.971979298446822
611, -29.517544505571195
612, -15.640312277415038
613, -23.98769720630211
614, -21.37082813474038
615, -12.10025372066266
616, -33.68181277180017
617, -24.408546049494845
618, -12.389315183235379
619, -18.525767779588964
620, -15.310179019558882
621, -15.554680024423089
622, -9.170308511347363
623, -18.206979087559073
624, -9.672735232577574
625, -31.91271102947487
626, -10.478789008967999
627, -9.170308511347363
628, -9.170308511347363
629, -10.347474047503672
630, -9.700744823569186
631, -15.500959648991657
632, -9.782427265006366
633, -9.780416754588053
634, -14.543047509156272
635, -40.97801292818798
636, -10.785537629068816
637, -8.971979298446822
638, -19.424539628540547
639, -17.92166327985116
640, -15.461734546187504
641, -10.01627917294825
642, -9.780416754588053
643, -25.26397775844219
644, -13.00552188505668
645, -11.47921405578419
646, -9.938225408449748
647, -10.194383931283658
648, -8.971979298446822
649, -10.364833610355236
650, -16.453502538633856
651, -26.088508222373296
652, -11.688111468196935
653, -10.313641158494958
654, -22.04805708458778
655, -9.281279821001883
656, -9.37781546719741
657, -10.029675317113531
658, -20.132954367538183
659, -11.987084982641516
660, -10.276884508277195
661, -20.38226190899146
662, -9.321233586601634
663, -10.857016392909598
664, -15.851402258138634
665, -9.570791602482334
666, -10.624207278822702
667, -17.156489702531946
668, -10.093704097107867
669, -9.780416754588053
670, -11.241230729063323
671, -16.38584489876806
672, -12.162554750638833
673, -35.4966419647873
674, -9.281279821001883
675, -24.982925584152333
676, -9.831187111397073
677, -9.570791602482334
678, -22.11927759214717
679, -10.744398786671598
680, -14.954342712834038
681, -27.22627986924568
682, -9.997439208435596
683, -9.29875152490017
684, -8.971979298446822
685, -17.75450934868716
686, -9.259556830284428
687, -9.259556830284428
688, -9.170308511347363
689, -20.985467508038028
690, -10.395237812576461
691, -10.334427843217641
692, -30.21916317628351
693, -11.21277643792809
694, -9.170308511347363
695, -11.913687890422002
696, -9.388718742962128
697, -9.170308511347363
698, -9.37781546719741
699, -10.125591794685514
700, -9.335454853229141
701, -54.066894391204755
702, -18.57147305692141
703, -9.6217641017514
704, -41.596504102107964
705, -14.485388052542572
706, -13.203401753118747
707, -11.659730581673097
708, -14.963782374453661
709, -9.576819411678672
710, -9.170308511347363
711, -10.284425970994283
712, -11.007831934753861
713, -9.281279821001883
714, -8.971979298446822
715, -9.281279821001883
716, -9.388718742962128
717, -9.369765630388658
718, -11.43777181687389
719, -9.281279821001883
720, -8.971979298446822
721, -33.82499605205003
722, -9.372908743153038
723, -9.576819411678672
724, -9.693879102511055
725, -10.519681687391172
726, -38.78259195471355
727, -9.170308511347363
728, -9.170308511347363
729, -31.394083228961534
730, -9.6217641017514
731, -9.6217641017514
732, -9.384178247020076
733, -11.248228928442654
734, -12.323748437662154
735, -11.935692442691519
736, -10.160976120836931
737, -9.780416754588053
738, -9.780416754588053
739, -9.780416754588053
740, -12.50806380731256
741, -12.439782069329777
742, -16.02383142590127
743, -8.971979298446822
744, -8.971979298446822
745, -9.89483122046208
746, -9.576819411678672
747, -14.47424977590116
748, -9.170308511347363
749, -24.46678999789993
750, -12.573459449342247
751, -9.521746906521736
752, -9.123829170314995
753, -11.530209722440652
754, -9.503977251277869
755, -10.017049611689442
756, -10.936876347508106
757, -10.20292168721591
758, -9.32972798397679
759, -9.32972798397679
760, -9.32972798397679
761, -19.283280092857094
762, -9.170308511347363
763, -9.281279821001883
764, -8.971979298446822
765, -12.769660661706373
766, -14.515874124196932
767, -15.878280041568672
768, -9.281279821001883
769, -13.573218746807042
770, -16.816447293248757
771, -9.170308511347363
772, -18.419197238846273
773, -9.170308511347363
774, -9.29875152490017
775, -9.388884721415929
776, -19.79664078529951
777, -13.869137512815499
778, -14.687957562989705
779, -9.37781546719741
780, -16.44474338554383
781, -9.281279821001883
782, -9.29875152490017
783, -9.170308511347363
784, -36.149517274487614
785, -9.780416754588053
786, -9.780416754588053
787, -12.094192704894553
788, -9.170308511347363
789, -11.44782591234788
790, -12.417100985301353
791, -9.995879151126019
792, -9.170308511347363
793, -15.769565734644953
794, -8.971979298446822
795, -11.328742492016133
796, -8.971979298446822
797, -10.049657993418272
798, -24.563489706548424
799, -9.170308511347363
800, -9.521746906521736
801, -9.521746906521736
802, -9.170308511347363
803, -68.06377878724489
804, -9.576819411678672
805, -9.576819411678672
806, -14.57651154192404
807, -10.284425970994283
808, -10.284425970994283
809, -41.51282050674094
810, -21.67463097889332
811, -15.329784617622593
812, -9.281279821001883
813, -9.170308511347363
814, -8.971979298446822
815, -8.971979298446822
816, -27.43632997107879
817, -11.094786382041475
818, -9.502212374326259
819, -10.944907141770026
820, -9.170308511347363
821, -11.14695200894809
822, -9.170308511347363
823, -9.319272949143276
824, -9.780416754588053
825, -18.999353517683666
826, -12.158785093262214
827, -9.29875152490017
828, -9.170308511347363
829, -9.170308511347363
830, -9.068930516709681
831, -47.35296145962808
832, -14.474904491700968
833, -18.01276287353772
834, -15.461734546187504
835, -9.170308511347363
836, -43.81446450367907
837, -13.785964262689655
838, -9.170308511347363
839, -9.777746403254737
840, -10.093676894388095
841, -10.093676894388095
842, -15.977378101435377
843, -9.485023891588659
844, -11.056058590853798
845, -9.281279821001883
846, -10.741336265774938
847, -11.141456022223844
