episode, reward
0, -364.9846529307925
1, -374.73883210430967
2, -80.58208530292431
3, -196.02604236672704
4, -170.89638478150547
5, -286.5596876208206
6, -244.34744312024804
7, -202.27685991499024
8, -294.43476134919393
9, -297.4500901709847
10, -200.38695380055896
11, -172.26425383465622
12, -96.69488234002833
13, -238.4381539737663
14, -114.80267722554754
15, -94.7232828816306
16, -163.74570604050442
17, -171.1358010540906
18, -81.38430736729397
19, -113.82764292504807
20, -42.63205556401619
21, -115.76307787529
22, -82.22656342580242
23, -62.16419333701599
24, -114.3078167110129
25, -94.56100988307803
26, -111.90629045569433
27, -133.9629981935637
28, -103.86596447258344
29, -129.73167883517942
30, -87.37557133936687
31, -122.83541766304472
32, -110.9445675633756
33, -185.17333768196485
34, -47.795638301826926
35, -72.57559724668698
36, -143.8900820174628
37, -110.4581686304545
38, -49.1509284070531
39, -114.23653436357488
40, -69.4158740129211
41, -75.29562183526455
42, -82.75734836505654
43, -70.90848965551157
44, -69.2838240981569
45, -81.77504553253952
46, -74.38141946704688
47, -65.88832555898516
48, -59.46577389328901
49, -109.41263379835964
50, -58.0737149687389
51, -57.090314639983006
52, -93.3502780351235
53, -33.94113805796228
54, -70.49465312156862
55, -68.47939171698452
56, -114.40590442883843
57, -131.43821344255892
58, -76.39729619395912
59, -48.2520333183756
60, -55.77402759001942
61, -76.29455829078277
62, -52.357650191142596
63, -68.12129912002945
64, -27.313874740332096
65, -50.36197870829755
66, -59.71592311259586
67, -133.79732044915505
68, -86.39799281178738
69, -43.335703507684656
70, -80.97530802642757
71, -76.85537944721294
72, -63.64549492341927
73, -50.78564666916425
74, -53.21755789999195
75, -73.2076145303555
76, -60.832498534678905
77, -291.56772439671226
78, -85.06133738163906
79, -128.41134790104678
80, -159.31796362748725
81, -28.64804212478967
82, -55.30774336797104
83, -58.871104841900426
84, -47.277709732005476
85, -59.529481083976535
86, -33.054970581659894
87, -65.24268113577934
88, -137.80484306455398
89, -68.96554462365927
90, -78.62892554776495
91, -71.1733980957706
92, -127.25635068090156
93, -88.35637911372692
94, -69.38093086660898
95, -70.37669959666542
96, -52.78214057393659
97, -54.16489074984632
98, -51.12832234035655
99, -62.90398330671006
100, -57.69251761630214
101, -87.00938404730677
102, -98.52905747806709
103, -73.5909514553571
104, -83.31323118965632
105, -66.32776887841771
106, -55.21948362415246
107, -73.25546299028443
108, -65.87679861071098
109, -51.48724486356487
110, -85.75765317109055
111, -69.51508831478293
112, -75.1843238566398
113, -31.385177911255433
114, -57.426174557105966
115, -38.59256119187859
116, -70.83642568281437
117, -27.439015914581546
118, -61.34767384020995
119, -61.91757087856202
120, -96.69872191472604
121, -75.46434364881091
122, -62.158709203051025
123, -70.44853987728253
124, -64.49378347582197
125, -29.14841916652108
126, -57.231649138749425
127, -58.98605510983029
128, -54.21199154823012
129, -77.96627568156036
130, -68.57134646995135
131, -99.60302505613461
132, -73.50820510757667
133, -51.79603687890756
134, -58.63464309366255
135, -72.10222558558513
136, -39.02750665884807
137, -20.89829253884491
138, -68.02018542145741
139, -50.54151712733714
140, -42.33851490196892
141, -12.438784117377114
142, -64.23654877209276
143, -38.78678696299797
144, -73.91944694452854
145, -40.67845785749766
146, -72.27814444858515
147, -67.44127743717985
148, -77.1869578869138
149, -49.90155483052289
150, -58.14551246739277
151, -63.930710628352045
152, -60.9528386504868
153, -47.83577114315809
154, -64.56665416477824
155, -45.977435072592094
156, -55.836785411979754
157, -63.81535449155736
158, -44.10264340212193
159, -69.45117838454586
160, -64.0398580632215
161, -64.13797228069461
162, -131.66448846220018
163, -79.55017171739225
164, -74.076368452254
165, -64.41161905156571
166, -44.60900930552317
167, -60.62173718582957
168, -71.00149800550108
169, -17.970694974463196
170, -46.77086060242541
171, -36.68010015534487
172, -85.95707166809142
173, -49.63906560255488
174, -53.29672958866672
175, -36.80430407956763
176, -59.63669105418509
177, -81.2017496405173
178, -57.942544880213156
179, -68.93382578731645
180, -37.26431327932191
181, -20.32524538908809
182, -27.421653191798782
183, -57.265029063289546
184, -70.85828549169355
185, -49.890481615214
186, -79.01249154774516
187, -59.576372089518415
188, -87.34239506706204
189, -64.05561850287656
190, -50.274817879660624
191, -58.7497736577617
192, -46.331046883735624
193, -42.9821724645775
194, -61.260664037537026
195, -61.427102001814056
196, -57.99533666148976
197, -49.90723726167822
198, -49.434779461894635
199, -43.46739637894029
200, -75.37820396337824
201, -81.58942099415806
202, -62.90271240217981
203, -60.660316640737456
204, -46.48513104475259
205, -44.3435283383005
206, -98.62908096591438
207, -77.71991448321756
208, -51.88017878974462
209, -63.90156601127954
210, -47.36532492009661
211, -56.45673302844211
212, -34.989676521692346
213, -63.87606415339903
214, -45.672777739855974
215, -50.84768065373628
216, -91.85376055171065
217, -44.072982285057414
218, -42.008776938847554
219, -52.12209676942642
